index,year,NOx,NMVOC,SO2,NH3,PM2.5,PM10,TSP,BC,CO
Industry,2005,229.80571188109624,43.60149466381585,205.0440583780089,13.364670555616438,29.76308006175787,94.38484638515615,224.13489525825918,0.37260060193449795,1115.1473273015592
Industry,2006,230.356626769834,44.029091212626724,199.54318901823012,14.939774414452371,28.274052928502858,92.61987213980856,221.07979234721165,0.30392880611947376,1121.332502541756
Industry,2007,235.06211414663608,44.7351326228799,198.3055425210769,13.464050083674493,26.404893602258763,86.79435031090676,204.85137808663427,0.32520018888143093,1161.5215833700906
Industry,2008,225.70127394926155,43.79772639930236,193.09587485551575,13.254573146373861,24.03124878409335,84.82595982320134,204.97959654746396,0.3147699722261759,1116.9586869298244
Industry,2009,200.90069246212343,41.30076486483342,166.54670627969662,12.500074332120521,21.31386234668769,77.59625120967476,190.1826069061908,0.3053891348176676,791.334350966528
Industry,2010,215.73920933372753,42.268558292001536,171.2325481626808,12.61529516240988,23.64679864044709,85.3024647687405,199.87119711119894,0.2553678346544932,1031.3161743081391
Industry,2011,211.7961486364596,44.400273170448315,165.9731090721566,12.969627970539005,24.897361569255214,89.7603090074874,207.8039529099018,0.23813738613529922,1057.5249919189962
Industry,2012,197.31153514214387,43.660308356634,149.8305247736182,12.751897040424408,23.945168439502773,87.14590389226689,203.4609617378229,0.20347381943714146,1005.2417748034
Industry,2013,191.68239728134512,42.75545425320994,146.9090881877569,12.584045342144146,24.07614530645298,90.1293785370859,213.12188645684165,0.18580022788346115,1015.4478389405888
Industry,2014,190.23583968194225,43.567177839479804,140.6838443979742,12.538793309092512,24.15730425998018,90.007117773137,211.6166972978359,0.22578888864687074,1039.7096494089126
Industry,2015,187.53904838193057,43.02005034271737,148.55666913514756,12.433074197654951,23.951585986602005,87.99420128847024,204.72587830713059,0.14957907485696806,1045.8218731182194
Industry,2016,192.29382323931162,43.87575307591001,147.44003487117308,12.51491398804673,22.00631251000705,77.51029592691444,182.76935141353562,0.1461321165989037,1008.4521568354523
Industry,2017,194.4965536681346,44.945781428427985,149.05360970769726,12.387030458491084,22.68409729473189,82.28333306003071,197.39088659893093,0.14360694425600434,1059.8100626854366
Industry,2018,189.91582414700582,44.268195097912695,144.31927546040066,12.314520398967513,23.872053527670047,89.3645361065451,210.71267511363732,0.12923661291602548,1017.261844179905
Industry,2019,187.05227733683122,43.50819240318683,142.60349569598182,11.950987055347618,23.79545989050932,89.593865822749,211.78186427097535,0.13212873917626547,995.5336442357428
Offroad,1990,202.64683825742884,82.4980751348705,20.625102522877167,0.34196627528275314,0.0,0.0,36.75671152338192,0.0,377.3188227436441
Offroad,1991,180.6871531533893,66.46169204871578,11.221763273580418,0.21668222412391214,0.0,0.0,34.07643110548828,0.0,372.0906722595038
Offroad,1992,162.57401560323612,56.78555829102462,9.812783514542676,0.1804546680279231,0.0,0.0,29.394902338925945,0.0,351.86084629389563
Offroad,1993,163.46421460707705,55.17178969459111,9.6810122285395,0.17226872936533272,0.0,0.0,28.7739671813485,0.0,343.37887353340665
Offroad,1994,160.66616825022876,54.577405836975394,9.45492411209305,0.19734302427464592,0.0,0.0,27.516009788589518,0.0,341.4175419928558
Offroad,1995,162.60369733708936,59.569043708513725,9.43429298778763,0.17139384273645109,23.083069921617927,27.34146611251773,27.3647236871282,0.0,393.6450368004045
Offroad,1996,151.64833689215737,55.34234695510271,5.437488153482001,0.1288134496213407,21.923646078891338,25.873258419156887,25.976197810463642,0.0,379.5726446415771
Offroad,1997,150.42224374997667,54.56616633881262,3.4347757792261264,0.13732090929431745,21.343292205558335,25.61403196921031,25.67702989150508,0.0,376.738254222803
Offroad,1998,148.8179322244324,53.52601914962463,2.7790875244624154,0.14109149905016433,20.633701888984234,25.066599097935217,25.112014139711217,0.0,369.8611143362103
Offroad,1999,146.80033864650875,50.41936990076491,2.6526918970653117,0.11989112317198575,19.875674335906925,24.149053541946728,24.194672515882726,0.0,363.18782475694877
Offroad,2000,142.28744422348746,51.68607629628091,2.3427511562166297,0.1087916591374283,18.684203048865097,22.986998272215143,23.02413480707914,7.566541480327688,346.67630526597793
Offroad,2001,134.1138359793488,46.75302808209204,1.9015976510142316,0.08365962868091911,17.206195512945218,21.492827949779535,21.514907203235534,6.888387994407983,347.72564867373865
Offroad,2002,128.3981705852714,45.76683740767572,0.6403587850946758,0.08673053531315214,15.936880996344392,20.01829340041233,20.02657597924433,6.396015412205756,344.1161104371544
Offroad,2003,122.19455417871585,45.203481465119076,0.46270875089736263,0.08886168429567236,15.104456856908742,19.28489537613238,19.29185402280438,5.9354872601276965,332.6466533701144
Offroad,2004,116.63783389515811,44.2051209768476,0.44558474883624893,0.07694618213212161,14.450184457033727,18.63369306126698,18.64064837062698,5.623864636089197,324.3458784540575
Offroad,2005,112.50202961267784,44.39764435656427,0.42045909985758706,0.07758732050790364,13.80615618958384,17.908140167508243,17.91523005360424,5.345521178345743,323.9704440647928
Offroad,2006,108.89864098693404,43.19360851620071,0.4092671245046998,0.0700917642500583,13.57887236554212,17.874008637105057,17.88133569571306,5.177523660043884,321.5704940472163
Offroad,2007,104.08807237152794,44.06873816658848,0.4027264603531293,0.06516597809040572,13.203757701584458,17.509039746436912,17.516351639300908,5.001387795335567,309.72429733000973
Offroad,2008,99.14516419231344,39.84327302208068,0.3952880691590682,0.06750195885354554,12.652654793583528,17.0340524489259,17.0424013449259,4.727115663973571,322.6261774708475
Offroad,2009,94.84162075771088,35.914670095823425,0.35100334838149333,0.06958110296658604,11.656875247464384,15.554103033426568,15.563028274210568,4.5649008874775285,283.6231770720176
Offroad,2010,89.6879426875492,35.219997288768546,0.3356681870144221,0.0649466028007144,11.210695888618805,15.181705910706661,15.19044408353866,4.322934424540399,278.942769391989
Offroad,2011,87.05849111346394,34.87303336576136,0.35285822831525965,0.0665427673464858,10.896615335243409,14.855846633831307,14.865443471831307,4.197589903907286,287.62586496639733
Offroad,2012,79.72408247927747,25.397716585759028,0.3365942856773574,0.0529285793521984,10.358110098016772,14.389925656369533,14.399838580369533,3.9223214602616867,202.46847373410193
Offroad,2013,78.2847727262802,23.24485648509675,0.33611791618446146,0.05531827863860341,9.97839076545563,13.820324942703882,13.83011526870388,3.8488588653026548,196.59795295988485
Offroad,2014,75.67622327961098,23.516685819535006,0.33593872529322444,0.057703241118496965,10.09322995666144,14.209169338690112,14.218662482690112,3.776777951099361,205.58777271536826
Offroad,2015,75.3156402452134,29.363711992179834,0.3267954255025016,0.06005689217260618,10.21467738510064,14.468318205328213,14.477754359328213,3.7123032875592843,331.067981947135
Offroad,2016,75.54336278427252,28.743759514253167,0.3554975274073754,0.06028767733127868,10.005165275984348,14.198726136672255,14.208180117033194,3.628917989632685,333.0359998732186
Offroad,2017,71.82849293286654,27.77928359727753,0.3544895463207703,0.047356136298287554,9.619810575019388,13.717411100620318,13.726863100620317,3.456426514517573,330.05804046852757
Offroad,2018,66.07385973465097,26.555171509880807,0.4056920837539476,0.04236637124045019,9.083540343049629,13.277526991553767,13.286981632035022,3.029342187523815,314.79234416638315
Offroad,2019,62.9031204541876,26.065983823119645,0.33542878357279543,0.05255037742016178,8.838139054452304,13.071701892387221,13.081154552507535,2.8616516083188386,308.09651129245856
Other,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other,1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
